path,text,BASIC_SOUNDS,HESITATION_WORDS,VERBAL_CRUTCHES,REPETITIVE_STARTS,FILLED_PAUSES,DISCOURSE_MARKERS,PERSONAL_PRONOUNS,OPINION_INDICATORS,EMOTION_WORDS,JUDGMENT_ADJECTIVES,QUALIFIERS_HEDGING,COMMON_PHRASES,OPINION_PHRASES,SELF_DISCLOSURES,HEALTH,FINANCES,RELATIONSHIPS,FAMILY,LIMITED_AVAILABILITY,EXCLUSIVITY,TIME_SENSITIVE,LIMITED_TIME,EXCLUSIVE_DISCOUNT,URGENCY_PROMOTION,OTHERS,SELLING_FAST,HARD_WORK,EXCLUSIVE_FOR_FOLLOWERS,GENEROSITY,APPRECIATION,NATURAL_FIT,LIFESTYLE_IMPROVEMENT,CONTINUATION,GOALS,DURATION,UNIQUE_CODE,SHARING_CODE,HONESTY,CONTRAST,PROS,CONS,ADMISSION,UNCERTAINTY,FIRST_PERSON_QUESTIONS,GENERAL_AUDIENCE_QUESTIONS,POV,UNBOXING,GRWM,RESTOCKING,DAY_IN_MY_LIFE_PATTERNS,DUPE,video_duration,end_first_segment,PG_BRAND,COTERIE_BRAND,HEALTHYBABY_BRAND,HONEST_BRAND,HUGGIES_BRAND,KUDOSTOBABY_BRAND,LUVS_BRAND,MYMILLIEMOON_BRAND,PAMPERSUS_BRAND,RASCALSBABY_BRAND,THENINJAMAS_BRAND,GENERAL_HOOK,NEGATIVE_HOOK,brand_counts,BRAND_TS,integration_in_first_10_seconds,integration_in_first_half_video,integration_duration,int_between_90_240,integration_ts,narrative_changes,brand_as_sponsor,scenes,raw_scenes,scene_change_in_integration,num_scenes
results/huggies/C1APqVSJ_7p_2023-12-18_18-10-10_UTC," Hi, everybody. And Monday. That's me. We're gearing up to put on our Huggies Little Movers diapers. Huggies Little Movers diapers has a soft-pocketed waistband that prevents up to 100% of blowouts, which means things will not get a little messy. Parents, there's no greater feeling than knowing that your baby is moving comfortably throughout the day in their Huggies Little Movers diapers. Parents, if you know, you know. I begle. Pugle. See you fever. Mm-mm-mm. Yummy. Now that breakfast is over, it's time to freshen up my baby's diaper. And she's already on the move, ready to tear some nuts. And party. I love gummy bear. I love gummy gummy. I love gummy bear. Do you know what I love most about Huggies Little Movers diapers? No matter what we're doing, their diapers always provide the most comfort and support. Yay! And my baby loves them. And I know if I was a baby, I would want my mama to get the best dang old diaper. Nothing but the best for my bookies. My baby. You're pretty. I'm B. I am reading. I tell you, mommy. You done wore yourself out. You ready to go sleep? Yeah. Thank you, Huggies. Thank you. Get your babies these Huggies Little Movers diapers. Thank you. Bye-bye. Bye-bye. Bye-bye. Bye-bye. Bye-bye. Bye-bye. Bye-bye. Bye-bye. Bye. Bye-bye. Bye-bye. Bye-bye. Bye-bye. Bye-bye. Bye-bye. Bye-bye.",True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,73.93,1.26,False,False,False,False,False,False,False,False,False,False,False,False,False,6,4.86,1,1,99.05999999999999,1,"(3.4, 102.46)",1,0,"[(0.0, 3.077), (3.077, 3.595), (3.595, 5.116), (5.116, 7.017), (7.017, 7.536), (7.536, 8.4), (8.4, 9.022), (9.022, 9.714), (9.714, 10.716), (10.716, 11.373), (11.373, 12.237), (12.237, 12.86), (12.86, 13.655), (13.655, 14.83), (14.83, 15.314), (15.314, 15.936), (15.936, 16.455), (16.455, 18.321), (18.321, 19.013), (19.013, 19.67), (19.67, 22.988), (22.988, 23.714), (23.714, 24.647), (24.647, 25.788), (25.788, 26.549), (26.549, 28.588), (28.588, 29.591), (29.591, 31.423), (31.423, 31.872), (31.872, 34.085), (34.085, 36.228), (36.228, 37.127), (37.127, 38.821), (38.821, 39.685), (39.685, 40.618), (40.618, 42.658), (42.658, 43.798), (43.798, 44.801), (44.801, 45.285), (45.285, 46.426), (46.426, 47.877), (47.877, 48.984), (48.984, 49.986), (49.986, 50.747), (50.747, 52.233), (52.233, 53.374), (53.374, 54.307), (54.307, 54.826), (54.826, 55.483), (55.483, 56.001), (56.001, 58.006), (58.006, 60.944), (60.944, 61.878), (61.878, 62.638), (62.638, 64.367), (64.367, 65.162), (65.162, 66.095), (66.095, 67.201), (67.201, 69.44800000000001), (69.44800000000001, 70.14), (70.14, 70.969), (70.969, 72.387), (72.387, 73.527), (73.527, 73.838)]","[('00:00:00.000', '00:00:03.077'), ('00:00:03.077', '00:00:03.595'), ('00:00:03.595', '00:00:05.116'), ('00:00:05.116', '00:00:07.017'), ('00:00:07.017', '00:00:07.536'), ('00:00:07.536', '00:00:08.400'), ('00:00:08.400', '00:00:09.022'), ('00:00:09.022', '00:00:09.714'), ('00:00:09.714', '00:00:10.716'), ('00:00:10.716', '00:00:11.373'), ('00:00:11.373', '00:00:12.237'), ('00:00:12.237', '00:00:12.860'), ('00:00:12.860', '00:00:13.655'), ('00:00:13.655', '00:00:14.830'), ('00:00:14.830', '00:00:15.314'), ('00:00:15.314', '00:00:15.936'), ('00:00:15.936', '00:00:16.455'), ('00:00:16.455', '00:00:18.321'), ('00:00:18.321', '00:00:19.013'), ('00:00:19.013', '00:00:19.670'), ('00:00:19.670', '00:00:22.988'), ('00:00:22.988', '00:00:23.714'), ('00:00:23.714', '00:00:24.647'), ('00:00:24.647', '00:00:25.788'), ('00:00:25.788', '00:00:26.549'), ('00:00:26.549', '00:00:28.588'), ('00:00:28.588', '00:00:29.591'), ('00:00:29.591', '00:00:31.423'), ('00:00:31.423', '00:00:31.872'), ('00:00:31.872', '00:00:34.085'), ('00:00:34.085', '00:00:36.228'), ('00:00:36.228', '00:00:37.127'), ('00:00:37.127', '00:00:38.821'), ('00:00:38.821', '00:00:39.685'), ('00:00:39.685', '00:00:40.618'), ('00:00:40.618', '00:00:42.658'), ('00:00:42.658', '00:00:43.798'), ('00:00:43.798', '00:00:44.801'), ('00:00:44.801', '00:00:45.285'), ('00:00:45.285', '00:00:46.426'), ('00:00:46.426', '00:00:47.877'), ('00:00:47.877', '00:00:48.984'), ('00:00:48.984', '00:00:49.986'), ('00:00:49.986', '00:00:50.747'), ('00:00:50.747', '00:00:52.233'), ('00:00:52.233', '00:00:53.374'), ('00:00:53.374', '00:00:54.307'), ('00:00:54.307', '00:00:54.826'), ('00:00:54.826', '00:00:55.483'), ('00:00:55.483', '00:00:56.001'), ('00:00:56.001', '00:00:58.006'), ('00:00:58.006', '00:01:00.944'), ('00:01:00.944', '00:01:01.878'), ('00:01:01.878', '00:01:02.638'), ('00:01:02.638', '00:01:04.367'), ('00:01:04.367', '00:01:05.162'), ('00:01:05.162', '00:01:06.095'), ('00:01:06.095', '00:01:07.201'), ('00:01:07.201', '00:01:09.448'), ('00:01:09.448', '00:01:10.140'), ('00:01:10.140', '00:01:10.969'), ('00:01:10.969', '00:01:12.387'), ('00:01:12.387', '00:01:13.527'), ('00:01:13.527', '00:01:13.838')]",1,64
results/huggies/C1Kd7zlRSXh_2023-12-22_17-25-01_UTC_1," Hi everyone. As I hope you know, I would never endorse any product if I hadn't used it and liked it. And this sponsored video by Huggies is no exception to that. When Trent was a newborn, we tried a different national brand. And boy, was that diaper a disaster. He would get totally wet up his back consistently. And I was really perplexed because that's not normally where baby boys get wet. But it turns out it was leaking on the sides and then wicking all the way up. So we switched to Huggies and boy, what a difference. He never got a wet back again. So we are absolute fans of Huggies. But of course, every baby is different and you have to see what works best for yours. But now that Trent's in a size three and rolling, he's ready to try Huggies little movers. They're especially designed for babies that are on the move. They have a better fitting shape, extra elastic and a special stay dry liner. So we're starting Trent on those and we'll let you know how that goes. Thanks. Thanks for listening.",False,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70.73,7.54,False,False,False,False,False,False,False,False,False,False,False,False,False,4,9.85,1,1,0.0,0,"(0, 0)",1,1,"[(0.0, 20.0), (20.0, 40.0), (40.0, 60.0), (60.0, 70.633)]","[('00:00:00.000', '00:00:20.000'), ('00:00:20.000', '00:00:40.000'), ('00:00:40.000', '00:01:00.000'), ('00:01:00.000', '00:01:10.633')]",0,4
results/huggies/C2A9zoMP_Uy_2024-01-12_21-22-31_UTC_1," If you're a mom like me who just wants the best of the best for your babies, you're going to love the Huggies Calm Wipes. I'm truly obsessed with this limited edition Huggies Baby Bottom Skin Care Kit because it is skincare expert Dr. Mamina approved. The Huggies Calm Wipes cleans, hydrates, soothes, and replenishes all in one wipe. So you get a 4-in-1 skincare routine which is perfect for sensitive skin. For a chance to win a limited edition Huggies Baby Bottom Skin Care Kit and a year's supply of the Huggies Calm Wipes, comment hashtag baby skincare and hashtag sweepstakes to enter.",False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,33.27,4.96,False,False,False,False,True,False,False,False,False,False,False,False,False,5,2.48,1,1,0.0,0,"(0, 0)",1,0,"[(0.0, 5.467), (5.467, 12.967), (12.967, 15.667), (15.667, 16.4), (16.4, 17.2), (17.2, 20.033), (20.033, 23.1), (23.1, 24.567), (24.567, 26.0), (26.0, 27.533), (27.533, 31.333), (31.333, 33.167)]","[('00:00:00.000', '00:00:05.467'), ('00:00:05.467', '00:00:12.967'), ('00:00:12.967', '00:00:15.667'), ('00:00:15.667', '00:00:16.400'), ('00:00:16.400', '00:00:17.200'), ('00:00:17.200', '00:00:20.033'), ('00:00:20.033', '00:00:23.100'), ('00:00:23.100', '00:00:24.567'), ('00:00:24.567', '00:00:26.000'), ('00:00:26.000', '00:00:27.533'), ('00:00:27.533', '00:00:31.333'), ('00:00:31.333', '00:00:33.167')]",0,12
results/huggies/C2L1PcYrdjW_2024-01-17_02-39-23_UTC_1," Hi everyone. I hope you know I would never endorse a product unless I've used it and liked it. And this sponsored video by Huggies for Huggies Little Movers is no different. We have been testing this out for Trent and have to say we love these diapers. They have absolutely worked great and they're designed with a blowout blocker, this extra elastic in the back and for Trent that's worked great. We have had no leaks the whole time we've tried this out. There's also double grip elastic on the sides and that works really well too in terms of shaping the diaper and holding it but you really have to fiddle with it to get it centered and once you do it works really well. So all in all we have been really happy with Huggies Little Movers and it's our new go-to diaper.",False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,49.36,5.2,False,False,False,False,False,False,False,False,False,False,False,False,False,3,8.59,1,1,0.0,0,"(0, 0)",1,1,"[(0.0, 20.0), (20.0, 40.0), (40.0, 42.6), (42.6, 49.267)]","[('00:00:00.000', '00:00:20.000'), ('00:00:20.000', '00:00:40.000'), ('00:00:40.000', '00:00:42.600'), ('00:00:42.600', '00:00:49.267')]",0,4
results/huggies/C2La3UjvZ4u_2024-01-16_22-51-28_UTC_1," As I'm doing my skincare, look at what the boys got. It's so cute. Okay, let me go get that. Huggies partner with Dr. Mameena, board-certified dermatologist, and new mom to create the limited-edition baby-bottom skincare kit. The kit includes the Calm Wipes designed to clean and replenish baby skin while also providing moisture and hydration with just a single wipe. It's closing. It's closing. Comment hashtag baby skincare and hashtag sweepstakes below for a chance to win the Huggies baby-bottom skincare kit plus a year's supply of Huggies Calm Wipes.",False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,31.25,3.04,False,False,False,False,False,False,False,False,False,False,False,False,False,3,8.18,1,1,0.0,0,"(0, 0)",1,0,"[(0.0, 3.367), (3.367, 5.067), (5.067, 8.267), (8.267, 9.233), (9.233, 10.467), (10.467, 11.833), (11.833, 14.667), (14.667, 19.433), (19.433, 21.733), (21.733, 24.067), (24.067, 25.633), (25.633, 27.4), (27.4, 29.133), (29.133, 31.133)]","[('00:00:00.000', '00:00:03.367'), ('00:00:03.367', '00:00:05.067'), ('00:00:05.067', '00:00:08.267'), ('00:00:08.267', '00:00:09.233'), ('00:00:09.233', '00:00:10.467'), ('00:00:10.467', '00:00:11.833'), ('00:00:11.833', '00:00:14.667'), ('00:00:14.667', '00:00:19.433'), ('00:00:19.433', '00:00:21.733'), ('00:00:21.733', '00:00:24.067'), ('00:00:24.067', '00:00:25.633'), ('00:00:25.633', '00:00:27.400'), ('00:00:27.400', '00:00:29.133'), ('00:00:29.133', '00:00:31.133')]",0,14
results/huggies/C2a-zeGMagH_2024-01-22_23-52-15_UTC_1," Get ready with me and my baby girls for the day. I usually get my babies ready after their morning nap because they're usually the happiest at this time. But I start off with giving them a diaper change and cleaning their skin with the Huggies Calm Wipes. I then follow by getting them dressed and putting their shoes on and then I start on the next baby. The Huggies Calm Wipes is a four-in-one skincare routine for your baby's bottom. It cleans, hydrates, suits, and replenishes all in one wipe. We then walk and crawl over to the restroom and get started on their hair. I brush their hair, do a cute little hairstyle, and put the cutest bows on and we are ready for the day.",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,33.9,4.68,False,False,False,False,False,False,False,False,False,False,False,False,False,2,11.08,0,1,0.0,0,"(0, 0)",1,0,"[(0.0, 1.567), (1.567, 2.667), (2.667, 3.7), (3.7, 4.967), (4.967, 9.033), (9.033, 10.233), (10.233, 11.733), (11.733, 14.4), (14.4, 15.533), (15.533, 16.9), (16.9, 19.7), (19.7, 21.233), (21.233, 22.9), (22.9, 24.367), (24.367, 25.667), (25.667, 26.133), (26.133, 27.0), (27.0, 28.133), (28.133, 29.1), (29.1, 30.133), (30.133, 31.133), (31.133, 32.433), (32.433, 33.8)]","[('00:00:00.000', '00:00:01.567'), ('00:00:01.567', '00:00:02.667'), ('00:00:02.667', '00:00:03.700'), ('00:00:03.700', '00:00:04.967'), ('00:00:04.967', '00:00:09.033'), ('00:00:09.033', '00:00:10.233'), ('00:00:10.233', '00:00:11.733'), ('00:00:11.733', '00:00:14.400'), ('00:00:14.400', '00:00:15.533'), ('00:00:15.533', '00:00:16.900'), ('00:00:16.900', '00:00:19.700'), ('00:00:19.700', '00:00:21.233'), ('00:00:21.233', '00:00:22.900'), ('00:00:22.900', '00:00:24.367'), ('00:00:24.367', '00:00:25.667'), ('00:00:25.667', '00:00:26.133'), ('00:00:26.133', '00:00:27.000'), ('00:00:27.000', '00:00:28.133'), ('00:00:28.133', '00:00:29.100'), ('00:00:29.100', '00:00:30.133'), ('00:00:30.133', '00:00:31.133'), ('00:00:31.133', '00:00:32.433'), ('00:00:32.433', '00:00:33.800')]",0,23
results/huggies/C2aUCVtL22X_2024-01-22_17-36-22_UTC," And she said, I want something that I want Something that I tell myself I need something that I want And I need everything I see Something that I want Something that I tell myself I need Something that I want I need everything I see Yeah",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26.96,3.04,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0,0,0.0,0,"(0, 0)",1,0,"[(0.0, 2.033), (2.033, 4.033), (4.033, 5.1), (5.1, 6.2), (6.2, 7.3), (7.3, 8.367), (8.367, 12.167), (12.167, 14.8), (14.8, 16.233), (16.233, 17.8), (17.8, 18.933), (18.933, 20.0), (20.0, 21.033), (21.033, 22.2), (22.2, 23.7), (23.7, 25.133), (25.133, 26.833)]","[('00:00:00.000', '00:00:02.033'), ('00:00:02.033', '00:00:04.033'), ('00:00:04.033', '00:00:05.100'), ('00:00:05.100', '00:00:06.200'), ('00:00:06.200', '00:00:07.300'), ('00:00:07.300', '00:00:08.367'), ('00:00:08.367', '00:00:12.167'), ('00:00:12.167', '00:00:14.800'), ('00:00:14.800', '00:00:16.233'), ('00:00:16.233', '00:00:17.800'), ('00:00:17.800', '00:00:18.933'), ('00:00:18.933', '00:00:20.000'), ('00:00:20.000', '00:00:21.033'), ('00:00:21.033', '00:00:22.200'), ('00:00:22.200', '00:00:23.700'), ('00:00:23.700', '00:00:25.133'), ('00:00:25.133', '00:00:26.833')]",0,17
results/huggies/C2cuIoCReQM_2024-01-23_16-04-58_UTC_1," You guys, how on brand is a mommy and me skincare routine? I mean, are we kidding? Moisturizer for me and then Huggies Calm Wipes for Lila. These are four-in-one premium wipes that clean, hydrate, soothe, and replenish the baby's skin. Really great for diaper messes and they're infused with oat extract, aloe, and vitamin E. It's essentially skincare for the baby's skin. I've been really loving Huggies Calm Wipes because they keep Lila's skin nourished all day long. So whether we're on the go, you know, going to the zoo, the botanical gardens, or even if we're just playing at home. Get this limited edition Huggies skincare kit while you can.",False,True,True,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,37.4,4.08,False,False,False,False,False,False,False,False,False,False,False,False,False,3,7.71,1,1,0.0,0,"(0, 0)",1,0,"[(0.0, 1.1), (1.1, 2.333), (2.333, 4.067), (4.067, 5.233), (5.233, 6.367), (6.367, 7.433), (7.433, 8.9), (8.9, 10.767), (10.767, 11.6), (11.6, 12.7), (12.7, 13.533), (13.533, 14.333), (14.333, 15.3), (15.3, 15.9), (15.9, 16.967), (16.967, 18.833), (18.833, 20.167), (20.167, 23.1), (23.1, 26.967), (26.967, 28.667), (28.667, 31.0), (31.0, 35.833), (35.833, 37.267)]","[('00:00:00.000', '00:00:01.100'), ('00:00:01.100', '00:00:02.333'), ('00:00:02.333', '00:00:04.067'), ('00:00:04.067', '00:00:05.233'), ('00:00:05.233', '00:00:06.367'), ('00:00:06.367', '00:00:07.433'), ('00:00:07.433', '00:00:08.900'), ('00:00:08.900', '00:00:10.767'), ('00:00:10.767', '00:00:11.600'), ('00:00:11.600', '00:00:12.700'), ('00:00:12.700', '00:00:13.533'), ('00:00:13.533', '00:00:14.333'), ('00:00:14.333', '00:00:15.300'), ('00:00:15.300', '00:00:15.900'), ('00:00:15.900', '00:00:16.967'), ('00:00:16.967', '00:00:18.833'), ('00:00:18.833', '00:00:20.167'), ('00:00:20.167', '00:00:23.100'), ('00:00:23.100', '00:00:26.967'), ('00:00:26.967', '00:00:28.667'), ('00:00:28.667', '00:00:31.000'), ('00:00:31.000', '00:00:35.833'), ('00:00:35.833', '00:00:37.267')]",0,23
results/huggies/C2fIdPWLJqy_2024-01-24_14-33-51_UTC_1," Do you know any moms that could use a surprise grocery delivery valued at over $500? Well, Jewel Osco, in partnership with Huggies, will be surprising 50 moms in Illinois, Indiana, and Iowa from now until April for their mom-in celebration. To enter a super mom, scan the QR code in the store or enter online. Good luck, moms.",False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17.32,3.94,False,False,False,False,False,False,False,False,False,False,False,False,False,1,8.42,1,0,0.0,0,"(0, 0)",1,0,"[(0.0, 2.52), (2.52, 4.296), (4.296, 6.444), (6.444, 7.601), (7.601, 9.088), (9.088, 11.608), (11.608, 15.409), (15.409, 17.185)]","[('00:00:00.000', '00:00:02.520'), ('00:00:02.520', '00:00:04.296'), ('00:00:04.296', '00:00:06.444'), ('00:00:06.444', '00:00:07.601'), ('00:00:07.601', '00:00:09.088'), ('00:00:09.088', '00:00:11.608'), ('00:00:11.608', '00:00:15.409'), ('00:00:15.409', '00:00:17.185')]",0,8
results/huggies/C2fSOj0ssBC_2024-01-24_15-59-41_UTC, Thank you.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18.53,29.98,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0,0,0,0.0,0,"(0, 0)",0,0,"[(0.0, 1.033), (1.033, 3.5), (3.5, 6.167), (6.167, 7.4), (7.4, 8.533), (8.533, 9.633), (9.633, 11.2), (11.2, 12.3), (12.3, 15.467), (15.467, 16.467), (16.467, 18.4)]","[('00:00:00.000', '00:00:01.033'), ('00:00:01.033', '00:00:03.500'), ('00:00:03.500', '00:00:06.167'), ('00:00:06.167', '00:00:07.400'), ('00:00:07.400', '00:00:08.533'), ('00:00:08.533', '00:00:09.633'), ('00:00:09.633', '00:00:11.200'), ('00:00:11.200', '00:00:12.300'), ('00:00:12.300', '00:00:15.467'), ('00:00:15.467', '00:00:16.467'), ('00:00:16.467', '00:00:18.400')]",0,11
results/huggies/C2iFd80vzdv_2024-01-25_18-04-34_UTC_1," Good morning, we've got 10 minutes to get out of the house and before we start anything, we wipe down with Huggies Calm Wipes that offer a 4-in-1 benefit with each wipe to clean, hydrate, soothe, and replenish the skin. Then we get dressed, look that hair down, Dory likes to help now as you can see, add our moisturizer, and pack our bag for the day. Gotta hit my signature Do I Look Cute spin before we leave. Okay, bye! One, two o'clock, Dad. Okay.",False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20.06,8.76,False,False,False,False,True,False,False,False,False,False,False,False,False,1,4.38,1,1,0.0,0,"(0, 0)",1,0,"[(0.0, 1.267), (1.267, 2.4), (2.4, 4.4), (4.4, 5.6), (5.6, 7.533), (7.533, 8.967), (8.967, 10.2), (10.2, 11.167), (11.167, 13.133), (13.133, 13.733), (13.733, 15.133), (15.133, 15.8), (15.8, 16.967), (16.967, 18.067), (18.067, 19.933)]","[('00:00:00.000', '00:00:01.267'), ('00:00:01.267', '00:00:02.400'), ('00:00:02.400', '00:00:04.400'), ('00:00:04.400', '00:00:05.600'), ('00:00:05.600', '00:00:07.533'), ('00:00:07.533', '00:00:08.967'), ('00:00:08.967', '00:00:10.200'), ('00:00:10.200', '00:00:11.167'), ('00:00:11.167', '00:00:13.133'), ('00:00:13.133', '00:00:13.733'), ('00:00:13.733', '00:00:15.133'), ('00:00:15.133', '00:00:15.800'), ('00:00:15.800', '00:00:16.967'), ('00:00:16.967', '00:00:18.067'), ('00:00:18.067', '00:00:19.933')]",0,15
results/huggies/C2k-TsLRzzG_2024-01-26_20-59-28_UTC," As a busy new mom, I'm always looking for ways to save time while also keeping my baby happy and healthy. And over the last few months, I have come to love using Huggies Calm Wipes. They offer four-in-one sensitive skincare for my baby. Each wipe cleans, hydrates, soothes, and replenishes my son's skin in one simple step. I also love using Huggies Calm Wipes while we're on the go. And they're so gentle on Noam's sensitive skin. As a board-certified dermatologist, I love that Huggies Calm Wipes are infused with oat extract, aloe, and vitamin E. These ingredients are important for soothing and nourishing baby's sensitive skin, which is extra important this time of year when the weather is colder and drier. Your baby's skincare routine doesn't have to be complicated, which is why Huggies Calm Wipes have become a staple in our routine.",False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,43.07,4.94,False,False,False,False,False,False,False,False,False,False,False,False,False,4,7.18,1,1,0.0,0,"(0, 0)",1,0,"[(0.0, 5.433), (5.433, 12.5), (12.5, 16.167), (16.167, 18.133), (18.133, 19.8), (19.8, 21.333), (21.333, 23.867), (23.867, 28.667), (28.667, 37.0), (37.0, 42.967)]","[('00:00:00.000', '00:00:05.433'), ('00:00:05.433', '00:00:12.500'), ('00:00:12.500', '00:00:16.167'), ('00:00:16.167', '00:00:18.133'), ('00:00:18.133', '00:00:19.800'), ('00:00:19.800', '00:00:21.333'), ('00:00:21.333', '00:00:23.867'), ('00:00:23.867', '00:00:28.667'), ('00:00:28.667', '00:00:37.000'), ('00:00:37.000', '00:00:42.967')]",0,10
results/huggies/C2z29pLMIcD_2024-02-01_15-43-54_UTC," I'm a big believer in the idea of paying it forward. Let's help give up to 2 million diapers. For every pack of Huggies diapers or Huggies wipes purchased at Sam's Club during February 2024, Huggies will donate a day's worth of diapers to the National Diaper Bank Network. One thing I've learned as a parent is the importance of having reliable diapers and wipes for your little ones. That's why we're a Huggies household. I love buying Huggies little movers for my son who's always on the move along with the Huggies natural care wipes. These are our favorite because they have natural ingredients and are extra gentle on the skin. I love purchasing Huggies to give friends and family members for baby showers knowing my purchase is helping families in need.",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.22,2.36,False,False,False,False,False,False,False,False,False,False,False,False,False,7,6.83,1,1,0.0,0,"(0, 0)",1,0,"[(0.0, 2.533), (2.533, 4.767), (4.767, 6.5), (6.5, 8.967), (8.967, 10.6), (10.6, 12.567), (12.567, 15.6), (15.6, 16.7), (16.7, 18.233), (18.233, 19.667), (19.667, 21.067), (21.067, 21.833), (21.833, 23.233), (23.233, 24.367), (24.367, 26.733), (26.733, 28.433), (28.433, 29.0), (29.0, 30.1), (30.1, 31.367), (31.367, 34.167)]","[('00:00:00.000', '00:00:02.533'), ('00:00:02.533', '00:00:04.767'), ('00:00:04.767', '00:00:06.500'), ('00:00:06.500', '00:00:08.967'), ('00:00:08.967', '00:00:10.600'), ('00:00:10.600', '00:00:12.567'), ('00:00:12.567', '00:00:15.600'), ('00:00:15.600', '00:00:16.700'), ('00:00:16.700', '00:00:18.233'), ('00:00:18.233', '00:00:19.667'), ('00:00:19.667', '00:00:21.067'), ('00:00:21.067', '00:00:21.833'), ('00:00:21.833', '00:00:23.233'), ('00:00:23.233', '00:00:24.367'), ('00:00:24.367', '00:00:26.733'), ('00:00:26.733', '00:00:28.433'), ('00:00:28.433', '00:00:29.000'), ('00:00:29.000', '00:00:30.100'), ('00:00:30.100', '00:00:31.367'), ('00:00:31.367', '00:00:34.167')]",0,20
